-0.149248	-0.014662	803.0002
-0.149248	-0.013910	803.0002
-0.149248	-0.013158	803.0003
-0.149248	-0.012406	803.0004
-0.149248	-0.011654	803.0004
-0.149248	-0.010902	803.0005
-0.149248	-0.010150	803.0005
-0.149248	-0.009398	803.0006
-0.149248	-0.008647	803.0006
-0.149248	-0.007895	803.0006
-0.149248	-0.007143	803.0007
-0.149248	-0.006391	803.0007
-0.149248	-0.005639	803.0007
-0.149248	-0.004887	803.0008
-0.149248	-0.004135	803.0008
-0.149248	-0.003383	803.0008
-0.149248	-0.002632	803.0008
-0.149248	-0.001880	803.0008
-0.149248	-0.001128	803.0008
-0.149248	-0.000376	803.0008
-0.149248	0.000376	803.0008
-0.149248	0.001128	803.0008
-0.149248	0.001880	803.0008
-0.149248	0.002632	803.0008
-0.149248	0.003383	803.0008
-0.149248	0.004135	803.0008
-0.149248	0.004887	803.0008
-0.149248	0.005639	803.0007
-0.149248	0.006391	803.0007
-0.149248	0.007143	803.0007
-0.149248	0.007895	803.0006
-0.149248	0.008647	803.0006
-0.149248	0.009398	803.0006
-0.149248	0.010150	803.0005
-0.149248	0.010902	803.0005
-0.149248	0.011654	803.0004
-0.149248	0.012406	803.0004
-0.149248	0.013158	803.0003
-0.149248	0.013910	803.0002
-0.149248	0.014662	803.0002
-0.148496	-0.020677	803.0002
-0.148496	-0.019925	803.0003
-0.148496	-0.019173	803.0004
-0.148496	-0.018421	803.0005
-0.148496	-0.017669	803.0006
-0.148496	-0.016917	803.0006
-0.148496	-0.016165	803.0007
-0.148496	-0.015414	803.0008
-0.148496	-0.014662	803.0009
-0.148496	-0.013910	803.0009
-0.148496	-0.013158	803.0010
-0.148496	-0.012406	803.0011
-0.148496	-0.011654	803.0011
-0.148496	-0.010902	803.0012
-0.148496	-0.010150	803.0012
-0.148496	-0.009398	803.0013
-0.148496	-0.008647	803.0013
-0.148496	-0.007895	803.0013
-0.148496	-0.007143	803.0014
-0.148496	-0.006391	803.0014
-0.148496	-0.005639	803.0014
-0.148496	-0.004887	803.0015
-0.148496	-0.004135	803.0015
-0.148496	-0.003383	803.0015
-0.148496	-0.002632	803.0015
-0.148496	-0.001880	803.0015
-0.148496	-0.001128	803.0015
-0.148496	-0.000376	803.0015
-0.148496	0.000376	803.0015
-0.148496	0.001128	803.0015
-0.148496	0.001880	803.0015
-0.148496	0.002632	803.0015
-0.148496	0.003383	803.0015
-0.148496	0.004135	803.0015
-0.148496	0.004887	803.0015
-0.148496	0.005639	803.0014
-0.148496	0.006391	803.0014
-0.148496	0.007143	803.0014
-0.148496	0.007895	803.0013
-0.148496	0.008647	803.0013
-0.148496	0.009398	803.0013
-0.148496	0.010150	803.0012
-0.148496	0.010902	803.0012
-0.148496	0.011654	803.0011
-0.148496	0.012406	803.0011
-0.148496	0.013158	803.0010
-0.148496	0.013910	803.0009
-0.148496	0.014662	803.0009
-0.148496	0.015414	803.0008
-0.148496	0.016165	803.0007
-0.148496	0.016917	803.0006
-0.148496	0.017669	803.0006
-0.148496	0.018421	803.0005
-0.148496	0.019173	803.0004
-0.148496	0.019925	803.0003
-0.148496	0.020677	803.0002
-0.147744	-0.025188	803.0003
-0.147744	-0.024436	803.0004
-0.147744	-0.023684	803.0005
-0.147744	-0.022932	803.0006
-0.147744	-0.022180	803.0007
-0.147744	-0.021429	803.0008
-0.147744	-0.020677	803.0009
-0.147744	-0.019925	803.0010
-0.147744	-0.019173	803.0011
-0.147744	-0.018421	803.0012
-0.147744	-0.017669	803.0013
-0.147744	-0.016917	803.0013
-0.147744	-0.016165	803.0014
-0.147744	-0.015414	803.0015
-0.147744	-0.014662	803.0016
-0.147744	-0.013910	803.0016
-0.147744	-0.013158	803.0017
-0.147744	-0.012406	803.0018
-0.147744	-0.011654	803.0018
-0.147744	-0.010902	803.0019
-0.147744	-0.010150	803.0019
-0.147744	-0.009398	803.0020
-0.147744	-0.008647	803.0020
-0.147744	-0.007895	803.0021
-0.147744	-0.007143	803.0021
-0.147744	-0.006391	803.0021
-0.147744	-0.005639	803.0021
-0.147744	-0.004887	803.0022
-0.147744	-0.004135	803.0022
-0.147744	-0.003383	803.0022
-0.147744	-0.002632	803.0022
-0.147744	-0.001880	803.0022
-0.147744	-0.001128	803.0022
-0.147744	-0.000376	803.0022
-0.147744	0.000376	803.0022
-0.147744	0.001128	803.0022
-0.147744	0.001880	803.0022
-0.147744	0.002632	803.0022
-0.147744	0.003383	803.0022
-0.147744	0.004135	803.0022
-0.147744	0.004887	803.0022
-0.147744	0.005639	803.0021
-0.147744	0.006391	803.0021
-0.147744	0.007143	803.0021
-0.147744	0.007895	803.0021
-0.147744	0.008647	803.0020
-0.147744	0.009398	803.0020
-0.147744	0.010150	803.0019
-0.147744	0.010902	803.0019
-0.147744	0.011654	803.0018
-0.147744	0.012406	803.0018
-0.147744	0.013158	803.0017
-0.147744	0.013910	803.0016
-0.147744	0.014662	803.0016
-0.147744	0.015414	803.0015
-0.147744	0.016165	803.0014
-0.147744	0.016917	803.0013
-0.147744	0.017669	803.0013
-0.147744	0.018421	803.0012
-0.147744	0.019173	803.0011
-0.147744	0.019925	803.0010
-0.147744	0.020677	803.0009
-0.147744	0.021429	803.0008
-0.147744	0.022180	803.0007
-0.147744	0.022932	803.0006
-0.147744	0.023684	803.0005
-0.147744	0.024436	803.0004
-0.147744	0.025188	803.0003
-0.146992	-0.029699	803.0002
-0.146992	-0.028947	803.0003
-0.146992	-0.028195	803.0004
-0.146992	-0.027444	803.0006
-0.146992	-0.026692	803.0007
-0.146992	-0.025940	803.0008
-0.146992	-0.025188	803.0009
-0.146992	-0.024436	803.0011
-0.146992	-0.023684	803.0012
-0.146992	-0.022932	803.0013
-0.146992	-0.022180	803.0014
-0.146992	-0.021429	803.0015
-0.146992	-0.020677	803.0016
-0.146992	-0.019925	803.0017
-0.146992	-0.019173	803.0018
-0.146992	-0.018421	803.0019
-0.146992	-0.017669	803.0020
-0.146992	-0.016917	803.0020
